Entry	Reviewed	Entry Name	Protein names	Length	InterPro
Q6GQQ9	reviewed	OTU7B_HUMAN	OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne)	843	IPR051346;IPR003323;IPR002653;
Q6GYQ0	reviewed	RGPA1_HUMAN	Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating Rap/Ran-GAP domain-like 1) (Tuberin-like protein 1) (p240)	2036	IPR016024;IPR035974;IPR000331;IPR046859;IPR027107;
Q6IA86	reviewed	ELP2_HUMAN	Elongator complex protein 2 (ELP2) (SHINC-2) (STAT3-interacting protein 1) (StIP1)	826	IPR037289;IPR015943;IPR036322;IPR001680;
Q6IE81	reviewed	JADE1_HUMAN	Protein Jade-1 (Jade family PHD finger protein 1) (PHD finger protein 17)	842	IPR019542;IPR034732;IPR050701;IPR039546;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q6IMN6	reviewed	CAPR2_HUMAN	Caprin-2 (C1q domain-containing protein 1) (Cytoplasmic activation/proliferation-associated protein 2) (Gastric cancer multidrug resistance-associated protein) (Protein EEG-1) (RNA granule protein 140)	1127	IPR001073;IPR028816;IPR022070;IPR041637;IPR008983;
Q6IN85	reviewed	P4R3A_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK homolog 1)	833	IPR016024;IPR055236;IPR006887;IPR011993;IPR051137;
Q6IQ23	reviewed	PKHA7_HUMAN	Pleckstrin homology domain-containing family A member 7 (PH domain-containing family A member 7)	1121	IPR011993;IPR001849;IPR040392;IPR057971;IPR001202;IPR036020;
Q6IQ26	reviewed	DEN5A_HUMAN	DENN domain-containing protein 5A (Rab6-interacting protein 1) (Rab6IP1)	1287	IPR001194;IPR005112;IPR047278;IPR043153;IPR001024;IPR036392;IPR047277;IPR047294;IPR047295;IPR004012;IPR037213;IPR037516;IPR005113;
Q6IQ55	reviewed	TTBK2_HUMAN	Tau-tubulin kinase 2 (EC 2.7.11.1)	1244	IPR050235;IPR011009;IPR000719;IPR017441;IPR047915;
Q6IWH7	reviewed	ANO7_HUMAN	Anoctamin-7 (Dresden transmembrane protein of the prostate) (D-TMPP) (IPCA-5) (New gene expressed in prostate) (Prostate cancer-associated protein 5) (Transmembrane protein 16G)	933	IPR032394;IPR007632;IPR049452;
Q6JQN1	reviewed	ACD10_HUMAN	Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)	1059	IPR052898;IPR041726;IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR002575;IPR036412;IPR006439;IPR011945;IPR023214;IPR011009;IPR023198;
Q6KC79	reviewed	NIPBL_HUMAN	Nipped-B-like protein (Delangin) (SCC2 homolog)	2804	IPR011989;IPR016024;IPR026003;IPR024986;IPR033031;
Q6L9W6	reviewed	B4GN3_HUMAN	Beta-1,4-N-acetylgalactosaminyltransferase 3 (B4GalNAcT3) (Beta4GalNAc-T3) (Beta4GalNAcT3) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase III) (N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 2) (NGalNAc-T2)	998	IPR008428;IPR051227;IPR029044;IPR037524;IPR011658;
Q6MZM0	reviewed	HPHL1_HUMAN	Ferroxidase HEPHL1 (EC 1.16.3.1) (Hephaestin-like protein 1)	1159	IPR011707;IPR011706;IPR045087;IPR033138;IPR002355;IPR008972;
Q6N021	reviewed	TET2_HUMAN	Methylcytosine dioxygenase TET2 (EC 1.14.11.80)	2002	IPR024779;IPR040175;IPR046942;
Q6N022	reviewed	TEN4_HUMAN	Teneurin-4 (Ten-4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4)	2769	IPR011042;IPR008969;IPR000742;IPR057627;IPR022385;IPR056823;IPR009471;IPR056822;IPR056820;IPR051216;IPR057629;IPR028916;IPR006530;
Q6N043	reviewed	Z280D_HUMAN	Zinc finger protein 280D (Suppressor of hairy wing homolog 4) (Zinc finger protein 634)	979	IPR025243;IPR050527;IPR059074;IPR036236;IPR013087;IPR057618;
Q6N069	reviewed	NAA16_HUMAN	N-alpha-acetyltransferase 16, NatA auxiliary subunit (NMDA receptor-regulated 1-like protein) (NARG1-like protein)	864	IPR021183;IPR011990;IPR013105;IPR019734;
Q6NSI4	reviewed	RADX_HUMAN	RPA-related protein RADX (RPA-related and RAD51-antagonist, X-chromosome)	855	IPR012340;IPR040893;
Q6NUP7	reviewed	PP4R4_HUMAN	Serine/threonine-protein phosphatase 4 regulatory subunit 4	873	IPR011989;IPR016024;IPR021133;IPR039918;
Q6NWY9	reviewed	PR40B_HUMAN	Pre-mRNA-processing factor 40 homolog B (Huntingtin yeast partner C) (Huntingtin-interacting protein C)	871	IPR002713;IPR036517;IPR039726;IPR001202;IPR036020;
Q6P0N0	reviewed	M18BP_HUMAN	Mis18-binding protein 1 (Kinetochore-associated protein KNL-2 homolog) (HsKNL-2) (P243)	1132	IPR009057;IPR039110;IPR001005;IPR017884;IPR015216;
Q6P0Q8	reviewed	MAST2_HUMAN	Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1)	1798	IPR000961;IPR011009;IPR037711;IPR015022;IPR023142;IPR001478;IPR041489;IPR036034;IPR000719;IPR008271;IPR050236;
Q6P158	reviewed	DHX57_HUMAN	Putative ATP-dependent RNA helicase DHX57 (EC 3.6.4.13) (DEAH box protein 57)	1386	IPR011709;IPR011545;IPR042615;IPR002464;IPR048333;IPR007502;IPR014001;IPR001650;IPR027417;IPR059023;IPR006575;IPR015940;IPR009060;IPR000571;IPR036855;
Q6P179	reviewed	ERAP2_HUMAN	Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP)	960	IPR045357;IPR042097;IPR024571;IPR034016;IPR001930;IPR050344;IPR014782;IPR027268;
Q6P1J6	reviewed	PLB1_HUMAN	Phospholipase B1, membrane-associated (Phospholipase B) (hPLB) (Lysophospholipase) (EC 3.1.1.5) (Phospholipase A2) (EC 3.1.1.4) (Phospholipase B/lipase) (PLB/LIP) (Triacylglycerol lipase) (EC 3.1.1.3)	1458	IPR001087;IPR008265;IPR035547;IPR038885;IPR036514;
Q6P1M3	reviewed	L2GL2_HUMAN	LLGL scribble cell polarity complex component 2 (HGL) (Lethal(2) giant larvae protein homolog 2)	1020	IPR000664;IPR013577;IPR015943;IPR036322;IPR001680;
Q6P1N0	reviewed	C2D1A_HUMAN	Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)	951	IPR000008;IPR035892;IPR037772;IPR039725;IPR006608;
Q6P1X5	reviewed	TAF2_HUMAN	Transcription initiation factor TFIID subunit 2 (150 kDa cofactor of initiator function) (RNA polymerase II TBP-associated factor subunit B) (TBP-associated factor 150 kDa) (Transcription initiation factor TFIID 150 kDa subunit) (TAF(II)150) (TAFII-150) (TAFII150)	1199	IPR042097;IPR016024;IPR057345;IPR027268;IPR037813;IPR057991;
Q6P2E9	reviewed	EDC4_HUMAN	Enhancer of mRNA-decapping protein 4 (Autoantigen Ge-1) (Autoantigen RCD-8) (Human enhancer of decapping large subunit) (Hedls)	1401	IPR045152;IPR049404;IPR044938;IPR032401;IPR015943;IPR036322;IPR001680;
Q6P2P2	reviewed	ANM9_HUMAN	Protein arginine N-methyltransferase 9 (Protein arginine N-methyltransferase 10) (EC 2.1.1.320)	845	IPR025799;IPR055135;IPR029063;IPR011990;IPR019734;
Q6P2Q9	reviewed	PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 (220 kDa U5 snRNP-specific protein) (PRP8 homolog) (Splicing factor Prp8) (p220)	2335	IPR000555;IPR037518;IPR012591;IPR012592;IPR012984;IPR027652;IPR021983;IPR043173;IPR043172;IPR019581;IPR042516;IPR019580;IPR012337;IPR019582;
Q6P3W7	reviewed	SCYL2_HUMAN	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	929	IPR011989;IPR016024;IPR051177;IPR011009;IPR000719;
Q6P4F7	reviewed	RHGBA_HUMAN	Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A)	1023	IPR042869;IPR008936;IPR000198;
Q6P4R8	reviewed	NFRKB_HUMAN	Nuclear factor related to kappa-B-binding protein (DNA-binding protein R kappa-B) (INO80 complex subunit G)	1299	IPR044867;IPR024867;IPR025220;IPR057748;IPR038106;
Q6P5Z2	reviewed	PKN3_HUMAN	Serine/threonine-protein kinase N3 (EC 2.7.11.13) (Protein kinase PKN-beta) (Protein-kinase C-related kinase 3)	889	IPR000961;IPR035892;IPR011072;IPR036274;IPR011009;IPR017892;IPR037313;IPR000719;IPR017441;IPR008271;
Q6P9B9	reviewed	INT5_HUMAN	Integrator complex subunit 5 (Int5)	1019	IPR040316;IPR029444;IPR029445;
Q6P9F7	reviewed	LRC8B_HUMAN	Volume-regulated anion channel subunit LRRC8B (Leucine-rich repeat-containing protein 8B) (T-cell activation leucine repeat-rich protein) (TA-LRRP)	803	IPR001611;IPR003591;IPR026906;IPR032675;IPR052595;IPR021040;
Q6PD62	reviewed	CTR9_HUMAN	RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)	1173	IPR056836;IPR031101;IPR011990;IPR019734;
Q6PFW1	reviewed	VIP1_HUMAN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (IP6 kinase) (Inositol pyrophosphate synthase 1) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog) (hsVIP1)	1433	IPR033379;IPR000560;IPR037446;IPR029033;IPR040557;
Q6PGP7	reviewed	SKI3_HUMAN	Superkiller complex protein 3 (Ski3) (Tetratricopeptide repeat protein 37) (TPR repeat protein 37) (Tricho-hepatic-enteric syndrome protein) (Thespin)	1564	IPR039226;IPR011990;IPR019734;
Q6PIF6	reviewed	MYO7B_HUMAN	Unconventional myosin-VIIb	2116	IPR019749;IPR014352;IPR035963;IPR019748;IPR000299;IPR000048;IPR036961;IPR001609;IPR057130;IPR041793;IPR041794;IPR036106;IPR000857;IPR038185;IPR027417;IPR011993;IPR036028;IPR001452;IPR029071;IPR051567;
Q6PIJ6	reviewed	FBX38_HUMAN	F-box only protein 38	1188	IPR036047;IPR001810;IPR042354;IPR032675;
Q6PJF5	reviewed	RHDF2_HUMAN	Inactive rhomboid protein 2 (iRhom2) (Rhomboid 5 homolog 2) (Rhomboid family member 2) (Rhomboid veinlet-like protein 5) (Rhomboid veinlet-like protein 6)	856	IPR051512;IPR022241;IPR022764;IPR035952;
Q6PJG6	reviewed	BRAT1_HUMAN	Integrator complex assembly factor BRAT1 (BRCA1-associated ATM activator 1) (BRCA1-associated protein required for ATM activation protein 1)	821	IPR011989;IPR016024;IPR038904;IPR000357;
Q6PJI9	reviewed	WDR59_HUMAN	GATOR2 complex protein WDR59 (WD repeat-containing protein 59)	974	IPR006575;IPR016135;IPR015943;IPR019775;IPR036322;IPR001680;IPR049567;IPR039456;IPR049566;
Q6PJP8	reviewed	DCR1A_HUMAN	DNA cross-link repair 1A protein (Beta-lactamase DCLRE1A) (EC 3.5.2.6) (SNM1 homolog A) (hSNM1) (hSNM1A)	1040	IPR011084;IPR006642;IPR036866;
Q6PKC3	reviewed	TXD11_HUMAN	Thioredoxin domain-containing protein 11 (EF-hand-binding protein 1)	985	IPR036249;IPR052792;IPR013766;IPR058777;
Q6PKG0	reviewed	LARP1_HUMAN	La-related protein 1 (La ribonucleoprotein domain family member 1)	1096	IPR006607;IPR045180;IPR006630;IPR036388;IPR036390;
Q6PL18	reviewed	ATAD2_HUMAN	ATPase family AAA domain-containing protein 2 (EC 3.6.1.-) (AAA nuclear coregulator cancer-associated protein) (ANCCA)	1390	IPR003593;IPR041569;IPR045199;IPR003959;IPR003960;IPR001487;IPR036427;IPR027417;
Q6PRD1	reviewed	GP179_HUMAN	Probable G-protein coupled receptor 179 (Probable G-protein coupled receptor 158-like 1) (GPR158-like)	2367	IPR017978;IPR043458;IPR054714;
Q6Q4G3	reviewed	AMPQ_HUMAN	Aminopeptidase Q (AP-Q) (APQ) (EC 3.4.11.-) (CHL2 antigen) (Laeverin)	990	IPR045357;IPR042097;IPR024571;IPR034016;IPR001930;IPR050344;IPR014782;IPR027268;
Q6Q759	reviewed	SPG17_HUMAN	Sperm-associated antigen 17 (Projection protein PF6 homolog)	2223	IPR026173;
Q6QNK2	reviewed	AGRD1_HUMAN	Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25) [Cleaved into: Adhesion G-protein coupled receptor D1, N-terminal fragment (ADGRD1 N-terminal fragment); Adhesion G-protein coupled receptor D1, C-terminal fragment (ADGRD1 C-terminal fragment)]	874	IPR013320;IPR057244;IPR046338;IPR017981;IPR000832;IPR017983;IPR000203;IPR001759;
Q6R327	reviewed	RICTR_HUMAN	Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3)	1708	IPR016024;IPR028268;IPR028267;IPR029453;IPR029451;IPR029259;IPR029452;
Q6RI45	reviewed	BRWD3_HUMAN	Bromodomain and WD repeat-containing protein 3	1802	IPR052060;IPR001487;IPR036427;IPR057451;IPR057452;IPR015943;IPR019775;IPR036322;IPR001680;
Q6S8J3	reviewed	POTEE_HUMAN	POTE ankyrin domain family member E (ANKRD26-like family C member 1A) (Prostate, ovary, testis-expressed protein on chromosome 2) (POTE-2)	1075	IPR004000;IPR020902;IPR004001;IPR002110;IPR036770;IPR043129;IPR039497;
Q6T4R5	reviewed	NHS_HUMAN	Actin remodeling regulator NHS (Congenital cataracts and dental anomalies protein) (Nance-Horan syndrome protein)	1651	IPR024845;
Q6U841	reviewed	S4A10_HUMAN	Sodium-driven chloride bicarbonate exchanger (Solute carrier family 4 member 10)	1118	IPR013769;IPR011531;IPR003020;IPR003024;IPR016152;
Q6UB35	reviewed	C1TM_HUMAN	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	978	IPR046346;IPR000559;IPR020628;IPR036291;IPR027417;IPR000672;IPR020630;IPR020631;
Q6UB98	reviewed	ANR12_HUMAN	Ankyrin repeat domain-containing protein 12 (Ankyrin repeat-containing cofactor 2) (GAC-1 protein)	2062	IPR053210;IPR002110;IPR036770;
Q6UB99	reviewed	ANR11_HUMAN	Ankyrin repeat domain-containing protein 11 (Ankyrin repeat-containing cofactor 1)	2663	IPR042636;IPR002110;IPR036770;
Q6ULP2	reviewed	AFTIN_HUMAN	Aftiphilin	936	IPR046359;IPR029205;
Q6UVK1	reviewed	CSPG4_HUMAN	Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan)	2322	IPR013320;IPR039005;IPR051561;IPR001791;
Q6UVM3	reviewed	KCNT2_HUMAN	Potassium channel subfamily T member 2 (KNa1.2) (Sequence like an intermediate conductance potassium channel subunit) (Sodium and chloride-activated ATP-sensitive potassium channel Slo2.1)	1135	IPR003929;IPR013099;IPR047871;IPR036291;IPR003148;
Q6UXD5	reviewed	SE6L2_HUMAN	Seizure 6-like protein 2	910	IPR000859;IPR051277;IPR035914;IPR035976;IPR000436;
Q6UXG2	reviewed	ELAP1_HUMAN	Endosome/lysosome-associated apoptosis and autophagy regulator 1 (Estrogen-induced gene 121 protein)	1013	IPR056609;IPR039181;IPR056606;IPR056608;IPR056607;IPR056610;IPR009030;IPR009011;IPR044865;
Q6UXM1	reviewed	LRIG3_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3)	1119	IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR001611;IPR003591;IPR050467;IPR032675;
Q6UXZ4	reviewed	UNC5D_HUMAN	Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D)	953	IPR011029;IPR000488;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR000884;IPR036383;IPR037936;IPR057755;IPR042058;IPR033772;IPR000906;
Q6UY14	reviewed	ATL4_HUMAN	ADAMTS-like protein 4 (ADAMTSL-4) (Thrombospondin repeat-containing protein 1)	1074	IPR050439;IPR045371;IPR010294;IPR010909;IPR000884;IPR036383;
Q6V0I7	reviewed	FAT4_HUMAN	Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	4981	IPR039808;IPR002126;IPR015919;IPR020894;IPR013320;IPR000742;IPR001881;IPR013032;IPR000152;IPR018097;IPR009030;IPR001791;IPR049883;
Q6V1P9	reviewed	PCD23_HUMAN	Protocadherin-23 (Cadherin-27) (Cadherin-like protein CDHJ) (Cadherin-like protein VR8) (Protein dachsous homolog 2) (Protocadherin PCDHJ)	3371	IPR002126;IPR015919;IPR020894;
Q6V1X1	reviewed	DPP8_HUMAN	Dipeptidyl peptidase 8 (DP8) (EC 3.4.14.5) (Dipeptidyl peptidase IV-related protein 1) (DPRP-1) (Dipeptidyl peptidase VIII) (DPP VIII) (Prolyl dipeptidase DPP8)	898	IPR029058;IPR045785;IPR001375;IPR002469;IPR050278;
Q6VAB6	reviewed	KSR2_HUMAN	Kinase suppressor of Ras 2 (hKSR2) (EC 2.7.11.1)	950	IPR046349;IPR011009;IPR025561;IPR002219;IPR000719;IPR013761;IPR046861;IPR046933;IPR001245;IPR008271;IPR050167;
Q6VMQ6	reviewed	MCAF1_HUMAN	Activating transcription factor 7-interacting protein 1 (ATF-interacting protein) (ATF-IP) (ATF7-interacting protein) (ATFa-associated modulator) (hAM) (MBD1-containing chromatin-associated factor 1) (P621)	1270	IPR026085;IPR031870;IPR056565;IPR003961;IPR036116;IPR013783;
Q6VY07	reviewed	PACS1_HUMAN	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	963	IPR019381;IPR057541;
Q6W2J9	reviewed	BCOR_HUMAN	BCL-6 corepressor (BCoR)	1755	IPR002110;IPR036770;IPR031628;IPR047144;IPR032365;IPR038227;
Q6W4X9	reviewed	MUC6_HUMAN	Mucin-6 (MUC-6) (Gastric mucin-6)	2439	IPR006207;IPR050780;IPR036084;IPR002919;IPR014853;IPR001007;IPR001846;
Q6WCQ1	reviewed	MPRIP_HUMAN	Myosin phosphatase Rho-interacting protein (M-RIP) (Rho-interacting protein 3) (RIP3) (p116Rip)	1025	IPR052223;IPR039597;IPR011993;IPR001849;
Q6WKZ4	reviewed	RFIP1_HUMAN	Rab11 family-interacting protein 1 (Rab11-FIP1) (Rab-coupling protein)	1283	IPR000008;IPR035892;IPR037245;IPR037789;IPR019018;
Q6WRI0	reviewed	IGS10_HUMAN	Immunoglobulin superfamily member 10 (IgSF10) (Calvaria mechanical force protein 608) (CMF608)	2623	IPR000483;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR013106;IPR001611;IPR003591;IPR050467;IPR032675;IPR000372;
Q6XUX3	reviewed	DUSTY_HUMAN	Dual serine/threonine and tyrosine protein kinase (EC 2.7.12.1) (Dusty protein kinase) (Dusty PK) (RIP-homologous kinase) (Receptor-interacting serine/threonine-protein kinase 5) (Sugen kinase 496) (SgK496)	929	IPR051302;IPR011009;IPR000719;IPR017441;IPR008271;
Q6XZF7	reviewed	DNMBP_HUMAN	Dynamin-binding protein (Scaffold protein Tuba)	1577	IPR027267;IPR004148;IPR035899;IPR000219;IPR035820;IPR035817;IPR035818;IPR035819;IPR051492;IPR001331;IPR036028;IPR001452;
Q6Y7W6	reviewed	GGYF2_HUMAN	GRB10-interacting GYF protein 2 (PERQ amino acid-rich with GYF domain-containing protein 2) (Trinucleotide repeat-containing gene 15 protein)	1299	IPR051640;IPR003169;IPR035445;
Q6YHK3	reviewed	CD109_HUMAN	CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)	1445	IPR009048;IPR036595;IPR050473;IPR011625;IPR041813;IPR047565;IPR011626;IPR013783;IPR014756;IPR001599;IPR019742;IPR002890;IPR041555;IPR008930;
Q6YHU6	reviewed	THADA_HUMAN	tRNA (32-2'-O)-methyltransferase regulator THADA (Gene inducing thyroid adenomas protein) (Thyroid adenoma-associated protein)	1953	IPR016024;IPR056843;IPR056842;IPR019442;IPR051954;
Q6ZMN7	reviewed	PZRN4_HUMAN	PDZ domain-containing RING finger protein 4 (Ligand of Numb protein X 4) (SEMACAP3-like protein)	1036	IPR051971;IPR001478;IPR036034;IPR001841;IPR013083;IPR017907;
Q6ZMP0	reviewed	THSD4_HUMAN	Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6)	1018	IPR050439;IPR045371;IPR010294;IPR010909;IPR000884;IPR036383;
Q6ZMQ8	reviewed	LMTK1_HUMAN	Serine/threonine-protein kinase LMTK1 (EC 2.7.11.1) (Apoptosis-associated tyrosine kinase) (AATYK) (Brain apoptosis-associated tyrosine kinase) (CDK5-binding protein) (Lemur tyrosine kinase 1) (p35-binding protein) (p35BP)	1374	IPR011009;IPR042817;IPR000719;IPR017441;IPR001245;IPR008266;
Q6ZMT4	reviewed	KDM7A_HUMAN	Lysine-specific demethylase 7A (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7) ([histone H3]-dimethyl-L-lysine9 demethylase 7A) (EC 1.14.11.65)	941	IPR041070;IPR050690;IPR003347;IPR019786;IPR011011;IPR001965;IPR019787;IPR013083;
Q6ZMY3	reviewed	SPOC1_HUMAN	SPOC domain-containing protein 1	1216	IPR012921;IPR003618;IPR036575;
Q6ZMZ3	reviewed	SYNE3_HUMAN	Nesprin-3 (KASH domain-containing protein 3) (KASH3) (Nuclear envelope spectrin repeat protein 3)	975	IPR012315;IPR052403;IPR018159;IPR002017;IPR057932;IPR057933;
Q6ZN16	reviewed	M3K15_HUMAN	Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 3) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)	1313	IPR046872;IPR046873;IPR011009;IPR043969;IPR025136;IPR000719;IPR017441;IPR013761;IPR008271;
Q6ZN30	reviewed	BNC2_HUMAN	Zinc finger protein basonuclin-2	1099	IPR040436;IPR013087;
Q6ZN44	reviewed	UNC5A_HUMAN	Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A)	842	IPR011029;IPR000488;IPR042155;IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR000884;IPR036383;IPR037936;IPR057755;IPR033772;IPR000906;
Q6ZN55	reviewed	ZN574_HUMAN	Zinc finger protein 574	896	IPR050636;IPR036236;IPR013087;
Q6ZNA4	reviewed	RN111_HUMAN	E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia)	994	IPR029306;IPR001841;IPR013083;IPR051073;
Q6ZNJ1	reviewed	NBEL2_HUMAN	Neurobeachin-like protein 2	2754	IPR011989;IPR016024;IPR000409;IPR036372;IPR050865;IPR013320;IPR046851;IPR031570;IPR046852;IPR023362;IPR011993;IPR015943;IPR036322;IPR001680;
Q6ZNL6	reviewed	FGD5_HUMAN	FYVE, RhoGEF and PH domain-containing protein 5 (Zinc finger FYVE domain-containing protein 23)	1462	IPR035899;IPR000219;IPR051092;IPR011993;IPR001849;IPR000306;IPR017455;IPR013083;
Q6ZP82	reviewed	CC141_HUMAN	Coiled-coil domain-containing protein 141 (Coiled-coil protein associated with myosin II and DISC1)	1530	IPR007110;IPR036179;IPR013783;IPR013098;IPR003599;IPR003598;IPR050876;IPR002017;
Q6ZR08	reviewed	DYH12_HUMAN	Dynein axonemal heavy chain 12 (Axonemal beta dynein heavy chain 12) (Axonemal dynein heavy chain 12-like protein) (Axonemal dynein heavy chain 7-like protein) (Ciliary dynein heavy chain 12) (Dynein axonemal heavy chain 7-like) (Dynein heavy chain domain-containing protein 2)	3092	IPR003593;IPR035699;IPR041658;IPR042219;IPR026983;IPR041589;IPR042222;IPR043157;IPR041466;IPR041228;IPR043160;IPR024317;IPR004273;IPR013602;IPR042228;IPR027417;
